,lng,lat,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
11341,18.194885013295664,59.3138352158076,2021-03-19T07:58:02.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,scrawny-shadow-leopard,8c08866f02a29ff,838697.0,838793,12.0,0.0,766162,838837,11t7C2cA3akaD4GMx2gnFvcZGoXFqczf8JJ38StUpH6kyYns6r9,Edinsvägen,Stockholms län,SE,Nacka Östra,Edinsvägen,Stockholms län,Sweden,Nacka Östra,bmFja2Egw7ZzdHJhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/44.140.47.157/tcp/44158'],838716.0
11443,17.947467133390184,59.401316080135175,2021-03-18T12:13:00.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,energetic-obsidian-ladybug,8c088662d3ad9ff,838832.0,838832,12.0,0.0,764911,838837,112dfVHeKSRAjwbiPmL7e4rGzD2SWNPptfvDuvPMpEPDbKE7RMp,Hanstavägen,Stockholms län,SE,Kista,Hanstavägen,Stockholms län,Sweden,Kista,a2lzdGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/1184DPpQ8uQw5ebmTddsBfCUd7bgStvz6TEdhdfuRWTmHDyJSLT/p2p-circuit/p2p/112dfVHeKSRAjwbiPmL7e4rGzD2SWNPptfvDuvPMpEPDbKE7RMp'],838783.0
11764,17.69278993202512,59.87029948060288,2021-03-17T14:07:37.000000Z,1.0,14BT97xnPZ9YfmeTxmuMhstxB8zHS8FeTUDxqPp38duW7NPHNCg,1,long-coal-tadpole,8c0880ca44335ff,832220.0,832270,12.0,0.0,763805,838837,112jT3Xg5QDgP7jZtUoBbtyA2EUFhKQFhjMMxtCJBC6Wyaok3Xpr,Timjansgatan,Uppsala län,SE,Årsta,Timjansgatan,Uppsala län,Sweden,Årsta,w6Vyc3RhdXBwc2FsYSBsw6Ruc3dlZGVu,offline,['/p2p/11J4ddaGKRoyAj8RbXSaZusZU3zqp7KYw8DTBN6qb7UHzyxDg1M/p2p-circuit/p2p/112jT3Xg5QDgP7jZtUoBbtyA2EUFhKQFhjMMxtCJBC6Wyaok3Xpr'],833866.0
11992,18.138091231693274,59.35152725722644,2021-03-16T18:15:47.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,refined-lavender-moose,8c08866e46b17ff,838601.0,838778,12.0,0.0,762733,838837,11r7w13avxnXea4Hm9NtXCw81tnesVD7DYX7PAqK2TMaW36aDU8,Bodalsvägen,Stockholms län,SE,Baggeby-Larsberg,Bodalsvägen,Stockholms län,Sweden,Baggeby-Larsberg,YmFnZ2VieS1sYXJzYmVyZ3N0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/78.67.206.121/tcp/44158'],838697.0
12458,11.973904687892723,57.685035459559245,2021-03-15T09:25:34.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,overt-cornflower-goblin,8c1f25068a629ff,838647.0,838697,12.0,0.0,760613,838837,11z8F1A4Zq2jtsNm8yfZHFBF1R7MV1gTATdtd6yeUMSjnnZwkJ,Doktor Allards Gata,Västra Götalands län,SE,Guldheden,Doktor Allards Gata,Västra Götalands län,Sweden,Guldheden,Z3VsZGhlZGVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/188.148.171.178/tcp/44158'],838785.0
14208,13.395389730457092,57.8067912661496,2021-03-09T14:07:35.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,high-coconut-beetle,8c08b615392d7ff,838602.0,838698,12.0,0.0,751838,838837,112LDCcMLobkc9TrJsq4cynFUtybQpa1hJNztu68fmvXKZ6kza4V,CARLSHÖJD,Västra Götalands län,SE,Ulricehamn,CARLSHÖJD,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11JQ12i82k4LcD2UyHaH84yA9cHWMsdyFhN5NA82i6rNYuhbf9X/p2p-circuit/p2p/112LDCcMLobkc9TrJsq4cynFUtybQpa1hJNztu68fmvXKZ6kza4V'],838757.0
14596,18.025951663024422,59.33644850384059,2021-03-07T23:00:29.000000Z,0.5,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,soaring-opal-troll,8c088660309d3ff,838641.0,838793,12.0,0.0,749863,838837,11RB1Bv7vmDN1qvmx2USgN28ie9aNEQSe4WWe3YRkTtwpZgtnx3,Alströmergatan,Stockholms län,SE,Kungsholmen,Alströmergatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.230.72.83/tcp/44158'],838656.0
14598,18.121805433786122,59.31527878263534,2021-03-07T22:43:04.000000Z,0.5434722900390625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,acrobatic-smoke-mule,8c088661b596dff,838686.0,838788,12.0,0.0,749850,838837,112iZBpvGreu21uye3UvZXhLYFtehgJ1bk68KcTzLjVnYeYVSDAU,Östra Finnbodavägen,Stockholms län,SE,Nacka,Östra Finnbodavägen,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112qB3YaH5bZkCnKA5uRH7tBtGNv2Y5B4smv1jsmvGUzgKT71QpE/p2p-circuit/p2p/112iZBpvGreu21uye3UvZXhLYFtehgJ1bk68KcTzLjVnYeYVSDAU'],838780.0
14647,18.048088545782107,59.316266141415966,2021-03-07T13:31:34.000000Z,0.5434722900390625,14TMreJAyUEZvLyQiG1sa9R3Q3hLjfH2A5MMrMCTVw4VDizpQgW,1,long-clear-koala,8c088661c4f61ff,838681.0,838793,12.0,0.0,749460,838837,11b3AmiPk8enABskUR1WbzzayTTGqHc5daGKBTF3yQBGJrs2Yob,Krukmakargatan,Stockholms län,SE,Södermalm,Krukmakargatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/37.46.170.25/tcp/44158'],838796.0
14652,16.32614604851148,56.71267836646695,2021-03-07T10:34:42.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,interesting-concrete-stallion,8c1f2d79974b1ff,796319.0,834881,12.0,0.0,749285,838837,112dfmuDkcTcYkL7ALow3v4gZmdtgWTsqQAA4677rznzZVH12AcJ,Värsnäsvägen,Kalmar län,SE,Berga-Bergavik,Värsnäsvägen,Kalmar län,Sweden,Berga-Bergavik,YmVyZ2EtYmVyZ2F2aWtrYWxtYXIgbMOkbnN3ZWRlbg,offline,['/p2p/1129vM9q9xjtE1qdbdHWKFNHSky5sP2Kc4M29RtdAjo6WSZEpTv7/p2p-circuit/p2p/112dfmuDkcTcYkL7ALow3v4gZmdtgWTsqQAA4677rznzZVH12AcJ'],796402.0
14691,18.094428530235632,59.34774220902542,2021-03-06T23:19:32.000000Z,0.5434722900390625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,polite-burlap-caribou,8c0886619b72dff,838830.0,838830,12.0,0.0,748664,838837,11Q95D4U65TeG893Dn4pGuXcLNA9NswPx4vCYESzr4gH1m2noKb,Rindögatan,Stockholms län,SE,Östermalm,Rindögatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/84.216.52.106/tcp/44158'],838735.0
14774,16.370694563064426,56.66425514838813,2021-03-06T17:35:53.000000Z,0.5,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,silly-bamboo-seagull,8c1f2d6844cc5ff,838766.0,838816,12.0,0.0,748408,838837,112dBuKoQsRB6a7ZC54UtX78LczeFjGT8hEeDna1kYKuuUE2Y8wm,Skeppsbrogatan,Kalmar län,SE,Kalmar,Skeppsbrogatan,Kalmar län,Sweden,Kalmar,a2FsbWFya2FsbWFyIGzDpG5zd2VkZW4,online,['/p2p/112hnLTpPZwCmiZayXPioR9Lu9kWeq4cjg5ePJV188V7H41ZK5uj/p2p-circuit/p2p/112dBuKoQsRB6a7ZC54UtX78LczeFjGT8hEeDna1kYKuuUE2Y8wm'],838784.0
14784,18.034744965346196,59.306035289805926,2021-03-06T16:23:51.000000Z,1.0,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,jumpy-lime-dachshund,8c08866116049ff,837520.0,837570,12.0,0.0,748327,838837,11K8vXz1j8gNDZJJNmh6bcfnXBZcQS75vDuLwXNXtuu171YjpkP,Ekfatsgatan,Stockholms län,SE,Hägersten-Liljeholmen,Ekfatsgatan,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/81.232.173.30/tcp/44158'],837831.0
14787,18.041418433361287,59.346275271327556,2021-03-06T15:54:27.000000Z,1.0,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,sticky-rusty-caterpillar,8c088660e5abdff,838681.0,838831,12.0,0.0,748299,838837,11xMG9RLQdsvJq2YVjGnFXWBvTacE7yAmgg66Sg8hpUG7XDbz6g,Dalagatan,Stockholms län,SE,Norrmalm,Dalagatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/80.216.13.30/tcp/44158'],838656.0
14982,11.97926495238016,57.69211747288936,2021-03-05T16:52:46.000000Z,0.7142791748046875,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,proper-wintergreen-halibut,8c1f2506d729bff,838688.0,838738,12.0,0.0,746929,838837,112ZZEFvKAWyBA8hSjFoVTFti38if58xm3tCPNm3FMca89iQLDWk,Vidblicksgatan,Västra Götalands län,SE,Johanneberg,Vidblicksgatan,Västra Götalands län,Sweden,Johanneberg,am9oYW5uZWJlcmd2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/188.149.41.135/tcp/44158'],838782.0
15014,17.59654434481459,59.8697458262592,2021-03-05T15:25:04.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,2,best-tartan-pangolin,8c0880d8ec325ff,796006.0,821328,12.0,0.0,746829,838837,112kBLhDaHTZaobVqJ4Cjcpt9jE51ugHsxGcZFi59CTFA2wQ2ab6,Husbyborgsvägen,Uppsala län,SE,Berthåga-Stenhagen-Husbyborg-Librobäck,Husbyborgsvägen,Uppsala län,Sweden,Berthåga-Stenhagen-Husbyborg-Librobäck,YmVydGjDpWdhLXN0ZW5oYWdlbi1odXNieWJvcmctbGlicm9iw6Rja3VwcHNhbGEgbMOkbnN3ZWRlbg,offline,,819640.0
15231,17.985801221757587,59.365162947266484,2021-03-04T19:54:27.000000Z,1.0,13dHSjJ1judroDkgD158RmRki6U5Ypqpq8ZSmyk56AW5HiYRDWJ,1,alert-satin-pigeon,8c088662a46d3ff,838511.0,838793,12.0,0.0,745676,838837,11qMbaek7zknc8DW1zuGcaHWaYG8oUGjdHr734j9SFwDAH2Sjtz,Bergstigen,Stockholms län,SE,Råsunda,Bergstigen,Stockholms län,Sweden,Råsunda,csOlc3VuZGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/151.236.203.55/tcp/44158'],838784.0
15253,16.361408551707516,56.66495775759339,2021-03-04T18:49:58.000000Z,0.5,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,fluffy-purple-mantaray,8c1f2d68459a3ff,838830.0,838830,12.0,0.0,745649,838837,1121wNp5jYrqycbwKgbaeUZ694dEumafRghArVUinZbAVa3LCSGh,Kaggensgatan,Kalmar län,SE,Kalmar,Kaggensgatan,Kalmar län,Sweden,Kalmar,a2FsbWFya2FsbWFyIGzDpG5zd2VkZW4,online,['/p2p/1125DVEquYX7dadcDz1t4s4424WxDyWUe6x3YKKhFYdGKnhgx2qV/p2p-circuit/p2p/1121wNp5jYrqycbwKgbaeUZ694dEumafRghArVUinZbAVa3LCSGh'],838692.0
15257,16.331421181726377,56.65689312596703,2021-03-04T18:43:52.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,bouncy-chili-mink,8c1f2d6b3a1a7ff,838684.0,838734,12.0,0.0,745645,838837,112pHkS8jXZ24JbEzLY79ipSmrUW6vzSspfE7cgLLbmaFVecwjhL,Tegelviken-Gamla Staden,Kalmar län,SE,Tegelviken-Gamla Staden,Tegelviken-Gamla Staden,Kalmar län,Sweden,Tegelviken-Gamla Staden,dGVnZWx2aWtlbi1nYW1sYSBzdGFkZW5rYWxtYXIgbMOkbnN3ZWRlbg,online,[],838786.0
15322,11.997041465325431,57.686206521872876,2021-03-04T13:50:39.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,quiet-chocolate-jellyfish,8c1f250698c51ff,838814.0,838830,12.0,0.0,745405,838837,1127iAVzNx2kJq74XYhm3JtyvZyYZjxg3z9cdu6szXXT2kez4dQ2,Helmutsrogatan,Västra Götalands län,SE,Johanneberg,Helmutsrogatan,Västra Götalands län,Sweden,Johanneberg,am9oYW5uZWJlcmd2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/p2p/11QkJgrijNf8K3cHxH6eg5uj7LiBGoqMcU6ESaMbcByGxAdE6UE/p2p-circuit/p2p/1127iAVzNx2kJq74XYhm3JtyvZyYZjxg3z9cdu6szXXT2kez4dQ2'],838708.0
15329,11.990348073214863,57.70561500256094,2021-03-04T10:25:15.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,glamorous-taupe-eel,8c1f25a9e7b33ff,838641.0,838830,12.0,0.0,745180,838837,11xeGPTtKw1ijA3AyF7fVy8JSZiQ5i5zEtqbkAAYJkm4NjQaWHy,Drakegatan,Västra Götalands län,SE,Gårda,Drakegatan,Västra Götalands län,Sweden,Gårda,Z8OlcmRhdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112JDXSkp7C4uyLhrtc3XK66oFuw4n9Kw5LhgUYTuX6vU59xHydv/p2p-circuit/p2p/11xeGPTtKw1ijA3AyF7fVy8JSZiQ5i5zEtqbkAAYJkm4NjQaWHy'],838760.0
15445,17.985983587195847,59.30686724721434,2021-03-03T17:32:12.000000Z,1.0,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,5,expert-opaque-mammoth,8c08866150f13ff,838735.0,838785,12.0,0.0,744269,838837,1121srBxUx4fHjD34o6w2op6szZSq8svSCrBUBwCWrQWapLDLEiD,Jarl Kulles Gata,Stockholms län,SE,Hägersten-Liljeholmen,Jarl Kulles Gata,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/78.72.161.229/tcp/46435'],838771.0
15453,18.03142924844425,59.30297607806097,2021-03-03T16:34:12.000000Z,1.0,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,witty-felt-walrus,8c08866117b05ff,838635.0,838738,12.0,0.0,744206,838837,11JXo5Z9bReAX7LQr5ktUD1joXAsj6JRdMykS7pMuEwzLSnf4R2,Sturehillsvägen,Stockholms län,SE,Hägersten-Liljeholmen,Sturehillsvägen,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112nWqXKfG8jPRnGicYqfzgUHxN9WNLwXcUbHx4J8MYUmitYGR6Z/p2p-circuit/p2p/11JXo5Z9bReAX7LQr5ktUD1joXAsj6JRdMykS7pMuEwzLSnf4R2'],838702.0
15539,17.999660872645954,59.329762296758574,2021-03-02T19:11:35.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,muscular-juniper-mongoose,8c0886602a08dff,838786.0,838836,12.0,0.0,742938,838837,11biU1xucn5ah2yb9zQXeiEY7Vc6hLK5ndBJaSiq9smZHByMpu3,Orvar Odds väg,Stockholms län,SE,Kungsholmen,Orvar Odds väg,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112EkKU17MbgKtuCwcKQF1HoYAn1ExHbSAJXRgZXGqxV7JPjL2fq/p2p-circuit/p2p/11biU1xucn5ah2yb9zQXeiEY7Vc6hLK5ndBJaSiq9smZHByMpu3'],838716.0
16036,18.166100137031652,59.308999158240084,2021-02-25T10:31:24.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,low-tan-penguin,8c08866f0d605ff,838646.0,838738,12.0,0.0,736005,838837,11MzpyepBWaASVVcL42J5qmCfLMrHfE2gTN9CrUpVLPuaxCbARJ,Romansvägen,Stockholms län,SE,Nacka,Romansvägen,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/44.140.47.150/tcp/44158'],838777.0
16151,17.592422346179823,59.851806197614195,2021-02-23T16:02:01.000000Z,0.5,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,pet-sepia-lemur,8c0880d834a5dff,838537.0,838788,12.0,0.0,733449,838837,112fVEC6aeyjaMREdHjLBmkjKDiRshUQq3GnWn9X8u6i198AQi6,Flogstavägen,Uppsala län,SE,Flogsta,Flogstavägen,Uppsala län,Sweden,Flogsta,ZmxvZ3N0YXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/p2p/11mkcgJG9BVEvYViEBGa3AEmxGBX7KptueUVjmH2tAath22ayqR/p2p-circuit/p2p/112fVEC6aeyjaMREdHjLBmkjKDiRshUQq3GnWn9X8u6i198AQi6'],838682.0
16208,13.01032537735819,57.725243151637045,2021-02-21T10:58:32.000000Z,0.5,14iAq97ypapJwDrZfy9MwEL1kVHtPu19MWJXQWWm53AwAskP3pj,2,virtual-mercurial-crab,8c08b688ec9a5ff,838817.0,838817,12.0,0.0,729887,838837,11Xc4ugaJUT8UiKQfEFMyVTRwvCQ6Yhc4swtvwe95LehUqC3RRz,Vävlagargatan,Västra Götalands län,SE,Brämhult,Vävlagargatan,Västra Götalands län,Sweden,Brämhult,YnLDpG1odWx0dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112p8gQkLj8AejhH8zw3SC9enxDziz98M5Z7dCgdVUMLNyuTieWS/p2p-circuit/p2p/11Xc4ugaJUT8UiKQfEFMyVTRwvCQ6Yhc4swtvwe95LehUqC3RRz'],838670.0
16231,18.159708439813087,59.35942010740893,2021-02-20T12:41:41.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,3,zany-heather-rat,8c08866e014cdff,838605.0,838798,12.0,0.0,728667,838837,11ME7i7kh8wcPpbu7MrfBun6VWFQbzDkJM6jTKEYCRUHRjRn7MP,Vasavägen,Stockholms län,SE,Mosstorp,Vasavägen,Stockholms län,Sweden,Mosstorp,bW9zc3RvcnBzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112GFhkANQoG2P2dejb9TANVX5dKXvmQXKr7753YtPU1oFbWobiK/p2p-circuit/p2p/11ME7i7kh8wcPpbu7MrfBun6VWFQbzDkJM6jTKEYCRUHRjRn7MP'],838777.0
16602,13.428963314090588,57.85610537329985,2021-02-09T16:12:53.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,passive-zinc-panther,8c08b615dab2bff,838697.0,838747,12.0,0.0,712300,838837,117HZoUQ4Ysq8H4qCnLV7gBpqWCekDEto7BZoFMcURuC5DFGrA3,Överstegränd,Västra Götalands län,SE,Timmele,Överstegränd,Västra Götalands län,Sweden,Timmele,dGltbWVsZXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11dMWAXq84xbDtCWBJYvz2K4LHh86DbtTephj3J3fcuKWZjVr8N/p2p-circuit/p2p/117HZoUQ4Ysq8H4qCnLV7gBpqWCekDEto7BZoFMcURuC5DFGrA3'],838693.0
16607,13.408247975929408,57.8028268561205,2021-02-09T10:26:20.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,sleepy-fern-turtle,8c08b6153c4d9ff,838776.0,838826,12.0,0.0,711909,838837,11iPxVjT2Tw5Dvp3QA1MRamE6y6ThTy4fUGx9rMAUrCfWoZ5ZJx,Prångenvägen,Västra Götalands län,SE,Ulricehamn,Prångenvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/118JdMnRprpVyqrt4pvd3NF3Nx7GPxwBd9Jo2HdCJz6PrLmb9VX/p2p-circuit/p2p/11iPxVjT2Tw5Dvp3QA1MRamE6y6ThTy4fUGx9rMAUrCfWoZ5ZJx'],838800.0
16673,13.420528164158615,57.781582252637016,2021-02-08T14:34:42.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,able-pear-horse,8c08b602cdb4dff,838605.0,838655,12.0,0.0,710681,838837,11Fyoq2QqbGU3RXV7pYaX9VRFZg6Rh8RDnJQXKaFCHyY8B7TapG,Hasselvägen,Västra Götalands län,SE,Ulricehamn,Hasselvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112mR7mPh8FYvVSpxCFNUmHme2Ep9bzE3oRim2MGGL1DTaPG9yNZ/p2p-circuit/p2p/11Fyoq2QqbGU3RXV7pYaX9VRFZg6Rh8RDnJQXKaFCHyY8B7TapG'],838728.0
16675,17.957745813828215,59.407330630247436,2021-02-08T13:57:44.000000Z,1.0,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,2,shambolic-marmalade-hippo,8c088675a50cdff,,816049,12.0,0.0,710644,838837,112dCUvdAgBRQ54FGJrReehX3h2fBZeVWaT6chyPVTXUKiV9uERN,Helenelund,Stockholms län,SE,Helenelund,Helenelund,Stockholms län,Sweden,Helenelund,aGVsZW5lbHVuZHN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,716335.0
16676,13.419344985956853,57.78651232527579,2021-02-08T13:11:56.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,damp-cloth-tapir,8c08b61526d83ff,838791.0,838791,12.0,0.0,710601,838837,11AAvqmkhCDTvC14JB5HoKPMnm9V4yYkwupBzK8NDJFhrLLtmHR,Sanatorievägen,Västra Götalands län,SE,Ulricehamn,Sanatorievägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/213.200.174.169/tcp/59670'],838739.0
16770,13.432994926261706,57.799926148694524,2021-02-06T16:00:54.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,trendy-coconut-shell,8c08b61536905ff,838604.0,838832,12.0,0.0,707895,838837,114sjGrDYEzMyTZpqipesxVAEkXSzLTTP523n83oCLPxNe8nmc6,Arrehagsvägen,Västra Götalands län,SE,Ulricehamn,Arrehagsvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112e9ixVEkc4Qn7fnozboQTzrG8LyaEYaUDJa1sUd5n3NSStjU9L/p2p-circuit/p2p/114sjGrDYEzMyTZpqipesxVAEkXSzLTTP523n83oCLPxNe8nmc6'],838693.0
16810,16.3137456903541,60.537746873610054,2021-02-05T16:31:21.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,1,salty-admiral-shark,8c0884a5c6365ff,838564.0,838664,12.0,0.0,706367,838837,112cWf6vmuXe9Fvaf2PeHxuMYj5Kh4qPao2duEwmdfZ5opZj9ttC,Stålgatan,Gävleborgs län,SE,Hofors,Stålgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/ip4/78.71.252.238/tcp/37376'],838785.0
16818,13.549630292228986,58.179585582018305,2021-02-05T14:56:55.000000Z,0.625,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,3,oblong-brunette-hamster,8c08b6a58b0e5ff,838763.0,838813,12.0,0.0,706261,838837,112SNjkT5d2DhhNeoSQDM7yLWwJKPkat1YrdiP1sU62R9AVgXy3L,Danska vägen,Västra Götalands län,SE,Bestorp-Anneborg,Danska vägen,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112dRZiqRiTT3nCgEB2WQWJXRKw83HioitCVVXaRU11qReVVttfx/p2p-circuit/p2p/112SNjkT5d2DhhNeoSQDM7yLWwJKPkat1YrdiP1sU62R9AVgXy3L'],838780.0
16851,17.920999177099425,59.526500800639184,2021-02-04T22:55:02.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,basic-goldenrod-donkey,8c08862b1416dff,838580.0,838664,12.0,0.0,705202,838837,112JdxpFRjubARRgkXw2ghkwaRy8JSTNiaQ7Lv12xfuBbBtLN3TM,Holmvägen,Stockholms län,SE,Upplands Väsby Västra,Holmvägen,Stockholms län,Sweden,Upplands Väsby Västra,dXBwbGFuZHMgdsOkc2J5IHbDpHN0cmFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/84.216.109.60/tcp/41865'],838656.0
