,lng,lat,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
25305,18.074003017762482,59.31215358945558,2020-10-03T12:57:52.000000Z,0.2717437744140625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,dandy-maroon-moose,8c088661e2121ff,838639.0,838788,12.0,0.0,528062,838837,11XP5mZBcXbgofrGzVXx7JwAfK1wh3XoJudQVW82FSSxmuzXf4j,Götgatan,Stockholms län,SE,Södermalm,Götgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/1125svmynCEX5229fcvxoVE4DwkXgq4rxRbmfbXFSHD5VHXnQ4Dq/p2p-circuit/p2p/11XP5mZBcXbgofrGzVXx7JwAfK1wh3XoJudQVW82FSSxmuzXf4j'],838671.0
25306,18.036707397815174,59.341406716734866,2020-10-03T12:48:30.000000Z,0.5,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,short-opaque-skunk,8c088660328ebff,838739.0,838789,12.0,0.0,528052,838837,112hUHXPUZ4wLWdzQm4LVPpYRtNu5wCofJ7p7SNVqoyEhAYrD1ea,Tomtebogatan,Stockholms län,SE,Norrmalm,Tomtebogatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.230.102.204/tcp/43015'],838783.0
25314,22.10606185245553,65.56889192622461,2020-10-03T10:03:30.000000Z,1.0,14Tf7kzR3HeSNFQ71tWynVEJ8br2kZMc1YgkhiDfXfNLP2Ccrfi,2,howling-khaki-pony,8c08c68318ebdff,838829.0,838829,12.0,0.0,527879,838837,11SniRvgBio2ZZae4xFSVSHHKQ1YU6fKUwGMXByho5VVHP54wUU,Höträskvägen,Norrbottens län,SE,Bergnäset,Höträskvägen,Norrbottens län,Sweden,Bergnäset,YmVyZ27DpHNldG5vcnJib3R0ZW5zIGzDpG5zd2VkZW4,online,['/p2p/11nzdhQ38Qy2df95ModUBagpvtFYiDpZ8hh34CpZSP9Jy7qYCBM/p2p-circuit/p2p/11SniRvgBio2ZZae4xFSVSHHKQ1YU6fKUwGMXByho5VVHP54wUU'],838709.0
25324,17.66496576354875,59.8539346785317,2020-10-02T23:43:17.000000Z,1.0,13hZcW2J69JUK6vodvzR7PhA5BKNAgEUsi466WBbTw2EhAqVxej,1,round-snowy-unicorn,8c0880d9826bdff,838830.0,838830,12.0,0.0,527224,838837,1128Y7sYqHKspMgVLniouSTixWdMeaXb144Ca9TzadiFFwM6fksM,Björkgatan,Uppsala län,SE,Boländerna,Björkgatan,Uppsala län,Sweden,Boländerna,Ym9sw6RuZGVybmF1cHBzYWxhIGzDpG5zd2VkZW4,online,['/p2p/11pGh9fQmd1LGsqvo33riuguHSaNdwjwFpsqDMGnMrpH2eFM8ik/p2p-circuit/p2p/1128Y7sYqHKspMgVLniouSTixWdMeaXb144Ca9TzadiFFwM6fksM'],838771.0
25332,13.015638594244528,55.56551485591632,2020-10-02T20:40:58.000000Z,1.0,13Z9tv6rSc8m7vgi1ozypDL9EMQT8DBuxLwSTDsgjBzZwVwNca5,1,active-chrome-tortoise,8c1f05b821483ff,838677.0,838727,12.0,0.0,527036,838837,11kDpyzjYSEjkcLsrJ2hP7ZGTfDFQcSteyWTWdhPw5ir3h4M1j5,Docentgatan,Skåne län,SE,Fosie,Docentgatan,Skåne län,Sweden,Fosie,Zm9zaWVza8OlbmUgbMOkbnN3ZWRlbg,online,['/ip4/213.89.112.222/tcp/53111'],838717.0
25339,18.030877697324655,59.34328210564385,2020-10-02T19:00:27.000000Z,1.0,13SaBus2Z8sHqrG3SVzneKbXRrqB47KGjHi7zchdXyFLZEdU3gD,2,best-coffee-hedgehog,8c08866032207ff,838794.0,838831,12.0,0.0,526929,838837,11WNwECGHQTfTNsJNmg79tLthBGbnj8FkJihcBfBsnYUZWJpkKT,Norrbackagatan,Stockholms län,SE,Norrmalm,Norrbackagatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.251.185.112/tcp/27170'],838705.0
25362,20.290278867081287,63.81716546756967,2020-10-02T10:54:34.000000Z,1.0,132rjofoPRZ86KxfvhasuDjNFcej7Lm1oGq8x4oRviJUCkwAuzA,5,refined-smoke-bobcat,8c08f62ce8261ff,838646.0,838744,12.0,0.0,526413,838837,112G7JgWSG4Ch8tsCBrUtfc8vmPY1UWmAig3ahrHEE1FBGSAV2bE,Ankargränd,Västerbottens län,SE,Centrala Stan,Ankargränd,Västerbottens län,Sweden,Centrala Stan,Y2VudHJhbGEgc3RhbnbDpHN0ZXJib3R0ZW5zIGzDpG5zd2VkZW4,online,['/p2p/11psUTz97y78FDDgigGJ1vwEsVzCkBDnHDCYDpnWRJw72D2GgDc/p2p-circuit/p2p/112G7JgWSG4Ch8tsCBrUtfc8vmPY1UWmAig3ahrHEE1FBGSAV2bE'],838813.0
25363,18.045933596015622,59.30146809871927,2020-10-02T10:52:41.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,faithful-cornflower-millipede,8c088661edb1dff,838786.0,838836,12.0,0.0,526411,838837,112AU6cecHxwFZQfELzwGPjrCpvnsJ9JAohvAdukTebznmNiq56Y,Ottsjövägen,Stockholms län,SE,Enskede-Årsta-Vantör,Ottsjövägen,Stockholms län,Sweden,Enskede-Årsta-Vantör,ZW5za2VkZS3DpXJzdGEtdmFudMO2cnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/31.211.206.28/tcp/54520'],838691.0
25364,17.961962948436263,59.37010073189236,2020-10-02T10:44:13.000000Z,1.0,144PCC1HzNhW7D7HF2G3jemkBeDftb4Zh9CvGicPkyesYXy5iu4,1,cheesy-plastic-aphid,8c088662a90e7ff,827190.0,838160,12.0,0.0,526402,838837,11E3FGoaRXegiWYLCBg1rCVsitmF9svznEfGfZC4tRdnE5behBu,Tulegatan,Stockholms län,SE,Storskogen,Tulegatan,Stockholms län,Sweden,Storskogen,c3RvcnNrb2dlbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,['/ip4/85.224.48.148/tcp/44158'],838035.0
25365,18.036734446156846,59.31935812876608,2020-10-02T10:42:21.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,ripe-opaque-manatee,8c088661cccedff,838680.0,838738,12.0,0.0,526400,838837,1126a3nn3Hcx9tjY5a44foQZ7YPDAQEb8wjQzAgkDLDsBbQYV4iQ,Heleneborgsgatan,Stockholms län,SE,Södermalm,Heleneborgsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/100.66.183.232/tcp/44158'],838782.0
25366,18.09012557886758,59.34257271627216,2020-10-02T10:32:05.000000Z,0.18115234375,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,small-leather-nuthatch,8c08866198e4bff,838602.0,838738,12.0,0.0,526389,838837,112ZdtYTRoSQrXm3XthtUqQMP7BfmMzpMncKdUZxGxkPLJYCWrfg,Skeppargatan,Stockholms län,SE,Östermalm,Skeppargatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112qNM4h9iwaFD74i4NT4Qs4f1fGKtoEE7vSrpNYCUUUJyktT8V8/p2p-circuit/p2p/112ZdtYTRoSQrXm3XthtUqQMP7BfmMzpMncKdUZxGxkPLJYCWrfg'],838692.0
25367,18.0816833096423,59.3410538806166,2020-10-02T10:27:25.000000Z,0.3623199462890625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,plain-fuchsia-alligator,8c08866199109ff,838735.0,838785,12.0,0.0,526384,838837,11YHVfyR2ssJF5VAQzTZtMfXWHSGdk29P7HN267NP3Tno24ESt5,Östermalmsgatan,Stockholms län,SE,Östermalm,Östermalmsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11edHhAK28WHFMZ6D6HTKnzer9jXNRq57ghzxv1ij7ERPMXRKnH/p2p-circuit/p2p/11YHVfyR2ssJF5VAQzTZtMfXWHSGdk29P7HN267NP3Tno24ESt5'],838723.0
25369,12.999216282930263,55.59854345947349,2020-10-02T09:37:16.000000Z,0.8333282470703125,14DXurfTM8ZRek6msvJWNGzpzCV836cu31Xw67zf8QJG9UtfQLV,1,loud-crepe-dalmatian,8c1f05b84c605ff,838762.0,838812,12.0,0.0,526331,838837,11ENRzYQQhhHZ4SayScKpejCKzmEsePXdr8GtH1bMQfZwbQvEWo,Jörgen Ankersgatan,Skåne län,SE,Malmö,Jörgen Ankersgatan,Skåne län,Sweden,Malmö,bWFsbcO2c2vDpW5lIGzDpG5zd2VkZW4,online,['/p2p/1123xCdomKRXjJb9oWS72CaCmfsNALCW4Yk8vWGPp7yNi86L4xLr/p2p-circuit/p2p/11ENRzYQQhhHZ4SayScKpejCKzmEsePXdr8GtH1bMQfZwbQvEWo'],838691.0
25372,18.073475372488716,59.31209755127054,2020-10-02T08:09:12.000000Z,0.2717437744140625,13TAPEoQkexPAed2wzi2gKzgCG98L4nxDsoNhpH66CKifqqHFQP,9,high-carbon-lynx,8c088661e2167ff,838673.0,838723,12.0,0.0,526246,838837,11NborqRposon6SPcXzz3dRcUed3EYJCnEdjmACmUQzRb7xAWoR,Vartoftagatan,Stockholms län,SE,Södermalm,Vartoftagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/151.177.68.31/tcp/44158'],838698.0
25375,18.01366157336075,59.375130881965816,2020-10-02T07:06:56.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,special-sangria-scallop,8c088660cb1c3ff,838693.0,838743,12.0,0.0,526180,838837,11tkCkFNuxvLCoSPd6e8ogiydyYtB9W77Tc7VV2Ns4L8c4goN4U,Gustav III:s Boulevard,Stockholms län,SE,Järva,Gustav III:s Boulevard,Stockholms län,Sweden,Järva,asOkcnZhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/84.216.45.169/tcp/6600'],838770.0
25376,18.109218734017333,59.311310479424336,2020-10-02T06:20:03.000000Z,0.3623199462890625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,perfect-infrared-python,8c088661a3b07ff,838804.0,838836,12.0,0.0,526131,838837,11Z59mkCnWfsyBogBv3zF2rEKNhP4bQd2xiNQSxw1TdkgoXtG8T,Värmdövägen,Stockholms län,SE,Södermalm,Värmdövägen,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/213.114.132.126/tcp/44158'],838816.0
25384,18.07908444353679,59.314982178254496,2020-10-01T21:44:44.000000Z,0.2717437744140625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,short-mulberry-mallard,8c08866185b4dff,838580.0,838664,12.0,0.0,525586,838837,112b1zjrd1U8d9VZJVkvjrmsUytihZmvftbVpF5R8SSffA4vY1zQ,Folkungagatan,Stockholms län,SE,Södermalm,Folkungagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,[],838663.0
25390,18.055439642026208,59.301230841670915,2020-10-01T18:47:42.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,eager-spruce-fish,8c088661326d3ff,838638.0,838771,12.0,0.0,525397,838837,112FW1t5xgnGUNZiR2ugvRWbaWgCKfgAVdguNvYGe12amubPX93Q,Sköntorpsvägen,Stockholms län,SE,Enskede-Årsta-Vantör,Sköntorpsvägen,Stockholms län,Sweden,Enskede-Årsta-Vantör,ZW5za2VkZS3DpXJzdGEtdmFudMO2cnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/188.150.81.108/tcp/44940'],838711.0
25391,18.029490694805062,59.31581207768786,2020-10-01T18:33:42.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,deep-orchid-loris,8c088661136d7ff,838615.0,838793,12.0,0.0,525382,838837,112VsGkL4RaHn5cN7wwctxpJZsGAnBaxgxbncRqFuiKvwFyfJDys,Bergsundsgatan,Stockholms län,SE,Södermalm,Bergsundsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/188.151.184.92/tcp/18482'],838726.0
25394,18.07454279788243,59.317690634870175,2020-10-01T18:05:55.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,sleepy-mahogany-alligator,8c0886618c9ddff,838737.0,838791,12.0,0.0,525357,838837,11MvnyEAQ9rApwQVrJX4nEW8WHZ4CmjFcdZeoqQicyDvHHz96gp,Svartensgatan,Stockholms län,SE,Södermalm,Svartensgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/81.228.198.231/tcp/26014'],838774.0
25398,18.09498047895775,59.31590556252031,2020-10-01T17:27:33.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,large-fuzzy-porcupine,8c088661ab1d5ff,838674.0,838788,12.0,0.0,525316,838837,116ThE1uzSfDjyB7wvUdpSWKitHm1hL4PAYHESyc1EX35FsV9CY,222,Stockholms län,SE,Södermalm,Londonviadukten,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/151.177.68.117/tcp/44158'],838780.0
25406,15.57772857740253,58.3981080567099,2020-10-01T15:07:45.000000Z,1.0,14kPdmw7AgFWTkTgCnqTair7bNKdVf7o2g2oZ9DoqxCfqHmDvf5,1,short-champagne-snail,8c08b3d1d10abff,838627.0,838677,12.0,0.0,525173,838837,112cbNDx7fGEUdZfKJaAz7YkSFA6CpKp82uULskTnDJZNZw6vdbP,,Östergötlands län,SE,Linköping,,Östergötlands län,Sweden,Linköping,bGlua8O2cGluZ8O2c3RlcmfDtnRsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/116QEgCmmwB3rtRMHCtY9WdM2mLm6AYSL6k9LYRXCdFQTnTHD3c/p2p-circuit/p2p/112cbNDx7fGEUdZfKJaAz7YkSFA6CpKp82uULskTnDJZNZw6vdbP'],838729.0
25446,11.983425746464176,57.69792017654408,2020-10-01T02:27:28.000000Z,0.7142791748046875,13hZcW2J69JUK6vodvzR7PhA5BKNAgEUsi466WBbTw2EhAqVxej,2,hot-peach-anteater,8c1f2506da919ff,838724.0,838778,12.0,0.0,524377,838837,112p4La8K1dw8kSDg53ETjLQpfYv7tgMxb8vTFdWGYyfsdjMvet5,Södra Vägen,Västra Götalands län,SE,Heden,Södra Vägen,Västra Götalands län,Sweden,Heden,aGVkZW52w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/188.149.54.84/tcp/34635'],838768.0
25461,17.985741143359384,59.36529513103699,2020-09-30T20:40:35.000000Z,1.0,13dHSjJ1judroDkgD158RmRki6U5Ypqpq8ZSmyk56AW5HiYRDWJ,1,shallow-mossy-lizard,8c088662a09adff,838680.0,838793,12.0,0.0,524012,838837,11ryvhPUGqKzuWceB9J45msv3686L8HFz7V76Um7NPXxFePDgXx,Bergstigen,Stockholms län,SE,Råsunda,Bergstigen,Stockholms län,Sweden,Råsunda,csOlc3VuZGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/31.208.127.200/tcp/44158'],838778.0
25494,18.069458713727446,59.33566642859209,2020-09-30T11:09:56.000000Z,0.5434722900390625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,2,polite-metal-horse,8c088661d44bdff,838797.0,838797,12.0,0.0,523407,838837,11ajDeL6gXtrbYQCUo9jYVZDhrdACEYF4TJkmrUsPDGQLGzj2NJ,Lästmakargatan,Stockholms län,SE,Norrmalm,Lästmakargatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/176.10.245.154/tcp/37704'],838734.0
25615,18.148734097084816,59.374544703886166,2020-09-28T18:02:13.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,2,merry-wintergreen-goblin,8c08866e53a11ff,838609.0,838715,12.0,0.0,520866,838837,11BetLTETmZNSte9PPJUpdYv5L7phzNZECrR4bVeTKJP2E9DL3N,Vesslevägen,Stockholms län,SE,Näset,Vesslevägen,Stockholms län,Sweden,Näset,bsOkc2V0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/135.181.106.176/tcp/44159'],838675.0
25623,18.080441720156244,59.307079482586516,2020-09-28T16:09:41.000000Z,0.5434722900390625,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,odd-tan-gibbon,8c088661e6e23ff,838605.0,838698,12.0,0.0,520747,838837,11zspUevnipaew14T9shV5w12bMFU6VwG94sdGAvsAmSgZamTyB,Östgötagatan,Stockholms län,SE,Södermalm,Östgötagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,"['/ip4/135.181.106.176/tcp/44158', '/ip4/135.181.132.84/tcp/44158']",838742.0
25796,18.110543495225624,59.31450278692349,2020-09-25T11:16:32.000000Z,0.3623199462890625,14YXyXiPFCgfbv3eRAoD4rowuNzJsFUp49JiEutR3e32kVDDW9D,1,shiny-chili-mouse,8c088661a2241ff,838829.0,838835,12.0,0.0,515835,838837,11ZseLigCP6igVLhiBqy6UDUfVMz6pAR9PYR14H1SNfm43XfyCQ,Mannagrynstorget,Stockholms län,SE,Nacka,Mannagrynstorget,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/89.253.113.70/tcp/36223'],838662.0
25944,18.021367478827344,59.31848396354889,2020-09-22T19:44:07.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,bubbly-parchment-moth,8c088660269b1ff,838673.0,838787,12.0,0.0,511699,838837,11esYQNdEwYzVZ1K5DW4ZjyFiyd4UMub1ppsSFFr1iE3JVErtDx,Pokalvägen,Stockholms län,SE,Södermalm,Pokalvägen,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/13.48.149.139/tcp/44158'],838787.0
27057,18.067513433610188,59.30938308444975,2020-08-31T12:22:36.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,itchy-merlot-porcupine,8c088661e0ea5ff,838667.0,838717,12.0,0.0,475464,838837,117wx42YduUdgW191EP3GBpsPVwXki8ZumhuYK2GDYARNh3kJV6,Blekingegatan,Stockholms län,SE,Södermalm,Blekingegatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,"['/ip4/84.216.109.60/tcp/44158', '/p2p/11suXMN9DAcikiqT8wPVCXLHXnExyi6E1D2jFqWspMLvbiJyVdY/p2p-circuit/p2p/117wx42YduUdgW191EP3GBpsPVwXki8ZumhuYK2GDYARNh3kJV6']",838714.0
