,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,lng,lat,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
19375,2020-10-03T12:57:52.000000Z,0.2083282470703125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,dandy-maroon-moose,8c088661e2121ff,819627.0,819627,12.0,0.0,528062,819639,11XP5mZBcXbgofrGzVXx7JwAfK1wh3XoJudQVW82FSSxmuzXf4j,18.074003017762482,59.31215358945558,Götgatan,Stockholms län,SE,Södermalm,Götgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112W1vU94pATNuTVQak3smdSmoU4dBNC5Qv7z3q26WExqGUe6UTw/p2p-circuit/p2p/11XP5mZBcXbgofrGzVXx7JwAfK1wh3XoJudQVW82FSSxmuzXf4j'],819615.0
19376,2020-10-03T12:48:30.000000Z,0.5,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,short-opaque-skunk,8c088660328ebff,819577.0,819627,12.0,0.0,528052,819639,112hUHXPUZ4wLWdzQm4LVPpYRtNu5wCofJ7p7SNVqoyEhAYrD1ea,18.036707397815174,59.341406716734866,Tomtebogatan,Stockholms län,SE,Norrmalm,Tomtebogatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.230.102.204/tcp/43015'],819618.0
19384,2020-10-03T10:03:30.000000Z,1.0,14Tf7kzR3HeSNFQ71tWynVEJ8br2kZMc1YgkhiDfXfNLP2Ccrfi,2,howling-khaki-pony,8c08c68318ebdff,818813.0,818863,12.0,0.0,527879,819639,11SniRvgBio2ZZae4xFSVSHHKQ1YU6fKUwGMXByho5VVHP54wUU,22.10606185245553,65.56889192622461,Höträskvägen,Norrbottens län,SE,Bergnäset,Höträskvägen,Norrbottens län,Sweden,Bergnäset,YmVyZ27DpHNldG5vcnJib3R0ZW5zIGzDpG5zd2VkZW4,offline,['/ip4/79.136.17.90/tcp/34087'],818996.0
19394,2020-10-02T23:43:17.000000Z,1.0,13hZcW2J69JUK6vodvzR7PhA5BKNAgEUsi466WBbTw2EhAqVxej,1,round-snowy-unicorn,8c0880d9826bdff,819458.0,819634,12.0,0.0,527224,819639,1128Y7sYqHKspMgVLniouSTixWdMeaXb144Ca9TzadiFFwM6fksM,17.66496576354875,59.8539346785317,Björkgatan,Uppsala län,SE,Boländerna,Björkgatan,Uppsala län,Sweden,Boländerna,Ym9sw6RuZGVybmF1cHBzYWxhIGzDpG5zd2VkZW4,online,['/p2p/112fow6RFkSwdQyMSEASMri497iGVLSSfS5M8udSTvAF66B2HQRE/p2p-circuit/p2p/1128Y7sYqHKspMgVLniouSTixWdMeaXb144Ca9TzadiFFwM6fksM'],819559.0
19402,2020-10-02T20:40:58.000000Z,1.0,13Z9tv6rSc8m7vgi1ozypDL9EMQT8DBuxLwSTDsgjBzZwVwNca5,1,active-chrome-tortoise,8c1f05b821483ff,819496.0,819546,12.0,0.0,527036,819639,11kDpyzjYSEjkcLsrJ2hP7ZGTfDFQcSteyWTWdhPw5ir3h4M1j5,13.015638594244528,55.56551485591632,Docentgatan,Skåne län,SE,Fosie,Docentgatan,Skåne län,Sweden,Fosie,Zm9zaWVza8OlbmUgbMOkbnN3ZWRlbg,online,['/ip4/213.89.112.222/tcp/53111'],819614.0
19409,2020-10-02T19:00:27.000000Z,1.0,13SaBus2Z8sHqrG3SVzneKbXRrqB47KGjHi7zchdXyFLZEdU3gD,2,best-coffee-hedgehog,8c08866032207ff,819319.0,819627,12.0,0.0,526929,819639,11WNwECGHQTfTNsJNmg79tLthBGbnj8FkJihcBfBsnYUZWJpkKT,18.030877697324655,59.34328210564385,Norrbackagatan,Stockholms län,SE,Norrmalm,Norrbackagatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.230.97.220/tcp/27170'],819313.0
19432,2020-10-02T10:54:34.000000Z,1.0,132rjofoPRZ86KxfvhasuDjNFcej7Lm1oGq8x4oRviJUCkwAuzA,4,refined-smoke-bobcat,8c08f62ce5615ff,819342.0,819392,12.0,0.0,526413,819639,112G7JgWSG4Ch8tsCBrUtfc8vmPY1UWmAig3ahrHEE1FBGSAV2bE,20.30675469136163,63.81193130052542,Fysikgränd,Västerbottens län,SE,Ålidhem,Fysikgränd,Västerbottens län,Sweden,Ålidhem,w6VsaWRoZW12w6RzdGVyYm90dGVucyBsw6Ruc3dlZGVu,online,['/ip4/94.255.148.132/tcp/44158'],819613.0
19433,2020-10-02T10:52:41.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,faithful-cornflower-millipede,8c088661edb1dff,819578.0,819628,12.0,0.0,526411,819639,112AU6cecHxwFZQfELzwGPjrCpvnsJ9JAohvAdukTebznmNiq56Y,18.045933596015622,59.30146809871927,Ottsjövägen,Stockholms län,SE,Enskede-Årsta-Vantör,Ottsjövägen,Stockholms län,Sweden,Enskede-Årsta-Vantör,ZW5za2VkZS3DpXJzdGEtdmFudMO2cnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/31.211.206.28/tcp/54520'],819496.0
19434,2020-10-02T10:44:13.000000Z,1.0,144PCC1HzNhW7D7HF2G3jemkBeDftb4Zh9CvGicPkyesYXy5iu4,1,cheesy-plastic-aphid,8c088662a90e7ff,805611.0,819037,12.0,0.0,526402,819639,11E3FGoaRXegiWYLCBg1rCVsitmF9svznEfGfZC4tRdnE5behBu,17.961962948436263,59.37010073189236,Tulegatan,Stockholms län,SE,Storskogen,Tulegatan,Stockholms län,Sweden,Storskogen,c3RvcnNrb2dlbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,805685.0
19435,2020-10-02T10:42:21.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,ripe-opaque-manatee,8c088661cccedff,819591.0,819595,12.0,0.0,526400,819639,1126a3nn3Hcx9tjY5a44foQZ7YPDAQEb8wjQzAgkDLDsBbQYV4iQ,18.036734446156846,59.31935812876608,Heleneborgsgatan,Stockholms län,SE,Södermalm,Heleneborgsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/100.66.183.232/tcp/44158'],819618.0
19436,2020-10-02T10:32:05.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,small-leather-nuthatch,8c08866198e4bff,819621.0,819621,12.0,0.0,526389,819639,112ZdtYTRoSQrXm3XthtUqQMP7BfmMzpMncKdUZxGxkPLJYCWrfg,18.09012557886758,59.34257271627216,Skeppargatan,Stockholms län,SE,Östermalm,Skeppargatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11erMRX9WunK67MVwGLkDDhTdLC9wEriEvYQffWQ392BSWS8AVy/p2p-circuit/p2p/112ZdtYTRoSQrXm3XthtUqQMP7BfmMzpMncKdUZxGxkPLJYCWrfg'],819615.0
19437,2020-10-02T10:27:25.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,plain-fuchsia-alligator,8c08866199109ff,819529.0,819579,12.0,0.0,526384,819639,11YHVfyR2ssJF5VAQzTZtMfXWHSGdk29P7HN267NP3Tno24ESt5,18.0816833096423,59.3410538806166,Östermalmsgatan,Stockholms län,SE,Östermalm,Östermalmsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/117TMrdvs6KH46uFi2sYRSV4MTwh5mfF7iSUeESqBKFp9SD1Weu/p2p-circuit/p2p/11YHVfyR2ssJF5VAQzTZtMfXWHSGdk29P7HN267NP3Tno24ESt5'],819614.0
19439,2020-10-02T09:37:16.000000Z,0.8333282470703125,14DXurfTM8ZRek6msvJWNGzpzCV836cu31Xw67zf8QJG9UtfQLV,1,loud-crepe-dalmatian,8c1f05b84c605ff,819424.0,819560,12.0,0.0,526331,819639,11ENRzYQQhhHZ4SayScKpejCKzmEsePXdr8GtH1bMQfZwbQvEWo,12.999216282930263,55.59854345947349,Jörgen Ankersgatan,Skåne län,SE,Malmö,Jörgen Ankersgatan,Skåne län,Sweden,Malmö,bWFsbcO2c2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/78.70.183.163/tcp/27810'],819598.0
19442,2020-10-02T08:09:12.000000Z,0.2083282470703125,13TAPEoQkexPAed2wzi2gKzgCG98L4nxDsoNhpH66CKifqqHFQP,9,high-carbon-lynx,8c088661e2167ff,819392.0,819633,12.0,0.0,526246,819639,11NborqRposon6SPcXzz3dRcUed3EYJCnEdjmACmUQzRb7xAWoR,18.073475372488716,59.31209755127054,Vartoftagatan,Stockholms län,SE,Södermalm,Vartoftagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/151.177.68.146/tcp/44158'],819613.0
19445,2020-10-02T07:06:56.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,special-sangria-scallop,8c088660cb1c3ff,819403.0,819456,12.0,0.0,526180,819639,11tkCkFNuxvLCoSPd6e8ogiydyYtB9W77Tc7VV2Ns4L8c4goN4U,18.01366157336075,59.375130881965816,Gustav III:s Boulevard,Stockholms län,SE,Järva,Gustav III:s Boulevard,Stockholms län,Sweden,Järva,asOkcnZhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/178.132.72.109/tcp/6600'],819618.0
19446,2020-10-02T06:20:03.000000Z,0.2083282470703125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,perfect-infrared-python,8c088661a3989ff,819391.0,819633,12.0,0.0,526131,819639,11Z59mkCnWfsyBogBv3zF2rEKNhP4bQd2xiNQSxw1TdkgoXtG8T,18.112325274926363,59.31177822914968,Henriksdalsringen,Stockholms län,SE,Nacka,Henriksdalsringen,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/213.114.248.171/tcp/44158'],819597.0
19454,2020-10-01T21:44:44.000000Z,0.46875,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,short-mulberry-mallard,8c08866185b4dff,819413.0,819619,12.0,0.0,525586,819639,112b1zjrd1U8d9VZJVkvjrmsUytihZmvftbVpF5R8SSffA4vY1zQ,18.07908444353679,59.314982178254496,Folkungagatan,Stockholms län,SE,Södermalm,Folkungagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112fC1QBhVjJPbYx6YvqLQyv8b6YFWx4LQBHNutJJpddaBCBaz7z/p2p-circuit/p2p/112b1zjrd1U8d9VZJVkvjrmsUytihZmvftbVpF5R8SSffA4vY1zQ'],819591.0
19460,2020-10-01T18:47:42.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,eager-spruce-fish,8c088661326d3ff,819538.0,819619,12.0,0.0,525397,819639,112FW1t5xgnGUNZiR2ugvRWbaWgCKfgAVdguNvYGe12amubPX93Q,18.055439642026208,59.301230841670915,Sköntorpsvägen,Stockholms län,SE,Enskede-Årsta-Vantör,Sköntorpsvägen,Stockholms län,Sweden,Enskede-Årsta-Vantör,ZW5za2VkZS3DpXJzdGEtdmFudMO2cnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/188.150.81.108/tcp/44940'],819616.0
19461,2020-10-01T18:33:42.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,deep-orchid-loris,8c088661136d7ff,819449.0,819560,12.0,0.0,525382,819639,112VsGkL4RaHn5cN7wwctxpJZsGAnBaxgxbncRqFuiKvwFyfJDys,18.029490694805062,59.31581207768786,Bergsundsgatan,Stockholms län,SE,Södermalm,Bergsundsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/188.151.184.92/tcp/18482'],819599.0
19464,2020-10-01T18:05:55.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,sleepy-mahogany-alligator,8c0886618c9ddff,819392.0,819619,12.0,0.0,525357,819639,11MvnyEAQ9rApwQVrJX4nEW8WHZ4CmjFcdZeoqQicyDvHHz96gp,18.07454279788243,59.317690634870175,Svartensgatan,Stockholms län,SE,Södermalm,Svartensgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/81.228.198.231/tcp/26014'],819618.0
19468,2020-10-01T17:27:33.000000Z,0.2083282470703125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,large-fuzzy-porcupine,8c088661e2165ff,819405.0,819619,12.0,0.0,525316,819639,116ThE1uzSfDjyB7wvUdpSWKitHm1hL4PAYHESyc1EX35FsV9CY,18.073241454215417,59.31200333949704,Vartoftagatan,Stockholms län,SE,Södermalm,Vartoftagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/100.124.96.196/tcp/44158'],819617.0
19476,2020-10-01T15:07:45.000000Z,1.0,14kPdmw7AgFWTkTgCnqTair7bNKdVf7o2g2oZ9DoqxCfqHmDvf5,1,short-champagne-snail,8c08b3d1d10abff,819370.0,819420,12.0,0.0,525173,819639,112cbNDx7fGEUdZfKJaAz7YkSFA6CpKp82uULskTnDJZNZw6vdbP,15.57772857740253,58.3981080567099,,Östergötlands län,SE,Linköping,,Östergötlands län,Sweden,Linköping,bGlua8O2cGluZ8O2c3RlcmfDtnRsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112k6BAhGiCi2kKdE6DxAqYYPrfcc8btkEMK4zwHxuBn8gDXVLLD/p2p-circuit/p2p/112cbNDx7fGEUdZfKJaAz7YkSFA6CpKp82uULskTnDJZNZw6vdbP'],819610.0
19516,2020-10-01T02:27:28.000000Z,1.0,13hZcW2J69JUK6vodvzR7PhA5BKNAgEUsi466WBbTw2EhAqVxej,2,hot-peach-anteater,8c1f2506da919ff,819582.0,819632,12.0,0.0,524377,819639,112p4La8K1dw8kSDg53ETjLQpfYv7tgMxb8vTFdWGYyfsdjMvet5,11.983425746464176,57.69792017654408,Södra Vägen,Västra Götalands län,SE,Heden,Södra Vägen,Västra Götalands län,Sweden,Heden,aGVkZW52w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/188.149.54.84/tcp/34635'],819618.0
19531,2020-09-30T20:40:35.000000Z,1.0,13dHSjJ1judroDkgD158RmRki6U5Ypqpq8ZSmyk56AW5HiYRDWJ,1,shallow-mossy-lizard,8c088662a09adff,819569.0,819633,12.0,0.0,524012,819639,11ryvhPUGqKzuWceB9J45msv3686L8HFz7V76Um7NPXxFePDgXx,17.985741143359384,59.36529513103699,Bergstigen,Stockholms län,SE,Råsunda,Bergstigen,Stockholms län,Sweden,Råsunda,csOlc3VuZGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/31.208.127.200/tcp/44158'],819618.0
19564,2020-09-30T11:09:56.000000Z,0.625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,2,polite-metal-horse,8c088661d44bdff,819485.0,819627,12.0,0.0,523407,819639,11ajDeL6gXtrbYQCUo9jYVZDhrdACEYF4TJkmrUsPDGQLGzj2NJ,18.069458713727446,59.33566642859209,Lästmakargatan,Stockholms län,SE,Norrmalm,Lästmakargatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/176.10.245.154/tcp/37703'],819590.0
19685,2020-09-28T18:02:13.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,2,merry-wintergreen-goblin,8c08866e53a11ff,819444.0,819494,12.0,0.0,520866,819639,11BetLTETmZNSte9PPJUpdYv5L7phzNZECrR4bVeTKJP2E9DL3N,18.148734097084816,59.374544703886166,Vesslevägen,Stockholms län,SE,Näset,Vesslevägen,Stockholms län,Sweden,Näset,bsOkc2V0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/135.181.106.176/tcp/44159'],819599.0
19693,2020-09-28T16:09:41.000000Z,0.625,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,odd-tan-gibbon,8c088661e6e23ff,819447.0,819619,12.0,0.0,520747,819639,11zspUevnipaew14T9shV5w12bMFU6VwG94sdGAvsAmSgZamTyB,18.080441720156244,59.307079482586516,Östgötagatan,Stockholms län,SE,Södermalm,Östgötagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/135.181.106.176/tcp/44158'],819595.0
19866,2020-09-25T11:16:32.000000Z,0.2083282470703125,14YXyXiPFCgfbv3eRAoD4rowuNzJsFUp49JiEutR3e32kVDDW9D,1,shiny-chili-mouse,8c088661a2241ff,819558.0,819619,12.0,0.0,515835,819639,11ZseLigCP6igVLhiBqy6UDUfVMz6pAR9PYR14H1SNfm43XfyCQ,18.110543495225624,59.31450278692349,Mannagrynstorget,Stockholms län,SE,Nacka,Mannagrynstorget,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/89.253.113.70/tcp/36223'],819618.0
20014,2020-09-22T19:44:07.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,bubbly-parchment-moth,8c088660269b1ff,819608.0,819636,12.0,0.0,511699,819639,11esYQNdEwYzVZ1K5DW4ZjyFiyd4UMub1ppsSFFr1iE3JVErtDx,18.021367478827344,59.31848396354889,Pokalvägen,Stockholms län,SE,Södermalm,Pokalvägen,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/13.48.149.139/tcp/44158'],819612.0
21127,2020-08-31T12:22:36.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,itchy-merlot-porcupine,8c088661e0ea5ff,819533.0,819619,12.0,0.0,475464,819639,117wx42YduUdgW191EP3GBpsPVwXki8ZumhuYK2GDYARNh3kJV6,18.067513433610188,59.30938308444975,Blekingegatan,Stockholms län,SE,Södermalm,Blekingegatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11kEWiH9FPC9SKYV9xdfHcw5Kounc8gGtsf8NnJQbuMKLGxvAgA/p2p-circuit/p2p/117wx42YduUdgW191EP3GBpsPVwXki8ZumhuYK2GDYARNh3kJV6'],819618.0
