,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,lng,lat,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
11545,2021-01-26T12:37:17.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,shambolic-silver-capybara,8c088660376c3ff,819425.0,819633,12.0,0.0,692993,819639,11t3QP751t2spMhDqScNF2Mr13QcTpkCq2oUgnb72DpunGmNoVT,18.0316743711336,59.33969249380002,Drejargatan,Stockholms län,SE,Norrmalm,Drejargatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112Wdo7We47CCDFjXQ6EVvgZ8iZ1EF9x9aJPBSaNDW1rgDaNKDTY/p2p-circuit/p2p/11t3QP751t2spMhDqScNF2Mr13QcTpkCq2oUgnb72DpunGmNoVT'],819631.0
11546,2021-01-26T12:20:47.000000Z,0.641021728515625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,urban-zinc-python,8c088661d0eebff,819538.0,819588,12.0,0.0,692977,819639,11z7V5iN2fm6yj96hvfgUm49VD3ZTq4RFw4MgWoW7C7vVnnEpP9,18.066308190432476,59.3401851058803,Birger Jarlsgatan,Stockholms län,SE,Norrmalm,Birger Jarlsgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/2.248.87.164/tcp/44158'],819613.0
11631,2021-01-25T19:51:43.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,jovial-coffee-mole,8c08866a9c43dff,819354.0,819510,12.0,0.0,692094,819639,11c2abZBau1FR5rVcondZbgpuTx6n2Fm7WtRctJePw2xJakWLuF,18.11417756861301,59.29234015042424,Skanörvägen,Stockholms län,SE,Björkhagen,Skanörvägen,Stockholms län,Sweden,Björkhagen,YmrDtnJraGFnZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/31.208.59.213/tcp/44158'],819615.0
11634,2021-01-25T19:47:00.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,obedient-candy-alligator,8c08866190b59ff,819488.0,819560,12.0,0.0,692090,819639,11264nuMuht3NRJsZUqHKpFwR6ujNCrVRuNibgR5DCSknGMcvmGp,18.102259496334803,59.337757454254714,Valhallavägen,Stockholms län,SE,Östermalm,Valhallavägen,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/81.235.186.89/tcp/35904'],819602.0
11636,2021-01-25T19:47:00.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,nutty-steel-sealion,8c088660361bdff,819621.0,819636,12.0,0.0,692090,819639,11736G2EXU8a9XP2d5VX6bAV9ChzBKXojCBurLFfRX5tDpELdN2,18.03822270644765,59.33622939269048,Kungsholms strand,Stockholms län,SE,Kungsholmen,Kungsholms strand,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.254.48.212/tcp/44158'],819618.0
11638,2021-01-25T19:45:40.000000Z,0.48077392578125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,micro-carob-narwhal,8c08866185969ff,819446.0,819610,12.0,0.0,692089,819639,112wbwJB2y1xj8uzspSbjWqnrCuLUAAbT47srzUHij98hyrMipSz,18.08149414774833,59.31454431820973,Nytorgsgatan,Stockholms län,SE,Södermalm,Nytorgsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112VMA6mJUP9LUKadWvfRNgzZ8QTZf3Gurs4B28fXg7Xx4Tms1Qw/p2p-circuit/p2p/112wbwJB2y1xj8uzspSbjWqnrCuLUAAbT47srzUHij98hyrMipSz'],819589.0
11643,2021-01-25T19:07:26.000000Z,0.641021728515625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,little-paisley-badger,8c088661a9157ff,819449.0,819574,12.0,0.0,692079,819639,11QX5LHJddQwqKf98UJGUsunNWAPCGhNTeiWBPnGNE1CN8RX7Pq,18.082112868854566,59.31072547430716,Södermannagatan,Stockholms län,SE,Södermalm,Södermannagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11TuVtQdm8uz9ySVZfW22kXYEH5xhfgDAsSi7zuhjB1ovnQdY7U/p2p-circuit/p2p/11QX5LHJddQwqKf98UJGUsunNWAPCGhNTeiWBPnGNE1CN8RX7Pq'],819614.0
11645,2021-01-25T19:07:26.000000Z,0.641021728515625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,plain-ultraviolet-carp,8c088661d7207ff,819608.0,819629,12.0,0.0,692079,819639,11ZjFhuTnwbSs3pcvYwgg7tuAHx2n9NAW45yoQ1JCH958Ue8qgz,18.068327009479038,59.33755692955006,David Bagares gata,Stockholms län,SE,Norrmalm,David Bagares gata,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/188.150.14.88/tcp/1892'],819615.0
11653,2021-01-25T18:34:43.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,itchy-mandarin-tuna,8c1f25a903a95ff,819458.0,819508,12.0,0.0,692057,819639,11CECCzSE4HRYiC1YZQmJDSuF31S8CXVtsB2dJPCEYaYvz2eFhW,11.944875659444616,57.723241339386966,Gustaf Dalénsgatan,Västra Götalands län,SE,Kvillebäcken,Gustaf Dalénsgatan,Västra Götalands län,Sweden,Kvillebäcken,a3ZpbGxlYsOkY2tlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/81.237.198.251/tcp/44158'],819618.0
11658,2021-01-25T18:16:45.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,hot-malachite-hawk,8c088661d04c5ff,819611.0,819630,12.0,0.0,692047,819639,112EtxhuYmXrFCeAjVPWbxXvuhLoDKBkZVDYpfjRhUbNZ7yv2u1s,18.065176282390553,59.342075391039664,Birger Jarlsgatan,Stockholms län,SE,Östermalm,Birger Jarlsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11bTYNh1k9YqP1bispyrD8hV4G7qtaaWaNKHcmkT8VKRqWNzfbe/p2p-circuit/p2p/112EtxhuYmXrFCeAjVPWbxXvuhLoDKBkZVDYpfjRhUbNZ7yv2u1s'],819616.0
11662,2021-01-25T18:07:16.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,tiny-pastel-fly,8c1f25a932e87ff,819424.0,819629,12.0,0.0,692037,819639,11cf4fM8FUFjXC5FiXtjZ2Z3HNy4icbpbTh1yQQmy7933DBzNoG,11.97379378156058,57.70724837355404,Stora Nygatan,Västra Götalands län,SE,Inom Vallgraven,Stora Nygatan,Västra Götalands län,Sweden,Inom Vallgraven,aW5vbSB2YWxsZ3JhdmVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/83.252.26.214/tcp/42260'],819602.0
11663,2021-01-25T18:00:46.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,quick-zinc-seagull,8c1f2506c85a9ff,819585.0,819635,12.0,0.0,692030,819639,11vYy4UWwwuPkyF2inKtkbBbZhJXEDNJe3Z55aS1n8N4vSFJgQp,11.940041280374057,57.69871161580152,Masthuggsterrassen,Västra Götalands län,SE,Göteborg,Masthuggsterrassen,Västra Götalands län,Sweden,Göteborg,Z8O2dGVib3JndsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/11jxnXmx319YTGdvEz8je9L8qnynRj87XbDsbP39qDFJfDTBXf6/p2p-circuit/p2p/11vYy4UWwwuPkyF2inKtkbBbZhJXEDNJe3Z55aS1n8N4vSFJgQp'],819611.0
11665,2021-01-25T17:55:54.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,amateur-pineapple-swan,8c1f2506dc1e3ff,819529.0,819619,12.0,0.0,692025,819639,11eaKGXto9pofNv3D1Art2jQoHWZVCBHxSKR9WDtdNGxCST9rp9,11.962348720075044,57.695928078057555,Västergatan,Västra Götalands län,SE,Annedal,Västergatan,Västra Götalands län,Sweden,Annedal,YW5uZWRhbHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/0.0.0.0/tcp/50372'],819613.0
11666,2021-01-25T17:41:03.000000Z,0.8333282470703125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,stale-cream-crab,8c1f05b847293ff,819487.0,819537,12.0,0.0,692008,819639,112rPQ1597Sw3fQJZ5yWcDLpiN5oNegDHFMXRSWYWad3Jfgcpzr5,13.010956154519102,55.591978639081994,Kristianstadsgatan,Skåne län,SE,Malmö,Kristianstadsgatan,Skåne län,Sweden,Malmö,bWFsbcO2c2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/85.228.198.25/tcp/11828'],819614.0
11669,2021-01-25T17:26:03.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,special-latte-halibut,8c088660a2e01ff,813563.0,813771,12.0,0.0,691990,819639,11j9qnYeXsxPJSFz8YgaGwVGQnHLoyPSPhMFhwACJjHqQPECfGp,18.09661927613998,59.360033251761585,Labradorgatan,Stockholms län,SE,Östermalm,Labradorgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,815052.0
11676,2021-01-25T17:21:33.000000Z,0.641021728515625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,kind-tiger-jaguar,8c088661e273bff,819593.0,819610,12.0,0.0,691985,819639,112rSPMMjF8F5Gjsk7rmNWynNunDTYRrF8c8ZYsaAFhKNrdkWXKH,18.07515147112048,59.31511953067395,Björns Trädgårdsgränd,Stockholms län,SE,Södermalm,Björns Trädgårdsgränd,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/77.53.152.135/tcp/20331'],819615.0
11682,2021-01-25T16:36:56.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,acrobatic-mauve-octopus,8c088661d8059ff,819474.0,819633,12.0,0.0,691977,819639,112duWQkMhsmTdT7xaJ5SbFLX8E31mJmwaUhFBwQiEutJwhMqNcR,18.04633470495535,59.34152941208695,Odengatan,Stockholms län,SE,Norrmalm,Odengatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/94.137.124.187/tcp/43479'],819615.0
11683,2021-01-25T16:32:58.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,spare-stone-boa,8c0880d9806a7ff,819634.0,819634,12.0,0.0,691974,819639,112nnbQ2JMZnaqm1xMj3GZ7EqiAu5sKkVWWJQULUPkGUXoaLJu43,17.653552407019465,59.8490700543451,Sågargatan,Uppsala län,SE,Kungsängen,Sågargatan,Uppsala län,Sweden,Kungsängen,a3VuZ3PDpG5nZW51cHBzYWxhIGzDpG5zd2VkZW4,online,['/ip4/90.229.147.248/tcp/44158'],819609.0
11689,2021-01-25T16:17:40.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,rural-infrared-parakeet,8c08866034867ff,819410.0,819619,12.0,0.0,691967,819639,114yUH9h23H6pjMnewrLRNjL3aMPF188HR5RdUwJN3A97epVVBJ,18.026897749344734,59.32947645370077,Norr Mälarstrand,Stockholms län,SE,Kungsholmen,Norr Mälarstrand,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/178.174.205.142/tcp/34635'],819618.0
11708,2021-01-25T13:53:04.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,short-saffron-pigeon,8c08866020413ff,819444.0,819619,12.0,0.0,691829,819639,112TSyNuHgyPAJXy1wr1GcDcnyEFHdWLDG9y3EzCMJyQkCADd6Jc,18.004692881073098,59.32537537683004,Josefinavägen,Stockholms län,SE,Kungsholmen,Josefinavägen,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.30.51.103/tcp/43690'],819614.0
11709,2021-01-25T13:42:15.000000Z,0.8333282470703125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,clumsy-coal-hornet,8c1f05b840d65ff,819397.0,819560,12.0,0.0,691818,819639,112w8btqbzgXx8DTjkMzaCVhh9TkgUMbzNgkwP9wrB7z17ZgJPF,13.008491937009428,55.59277799356643,Kristianstadsgatan,Skåne län,SE,Malmö,Kristianstadsgatan,Skåne län,Sweden,Malmö,bWFsbcO2c2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/85.228.202.175/tcp/35437'],819618.0
11710,2021-01-25T13:35:22.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,bouncy-cinnabar-swift,8c1f2506cb19bff,819448.0,819580,12.0,0.0,691811,819639,11qxqKMXKZd1RzsY54ki28XjCDKLjE4kp5EP4BWtwPZUUGnfNdv,11.946923593550205,57.699474268291176,Första Långgatan,Västra Götalands län,SE,Olivedal,Första Långgatan,Västra Götalands län,Sweden,Olivedal,b2xpdmVkYWx2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/188.149.38.209/tcp/1987'],819589.0
11711,2021-01-25T13:29:28.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,cheesy-saffron-robin,8c08866020193ff,819592.0,819636,12.0,0.0,691805,819639,11DY3w3U9FmCgJaM4ZdB5Z2i9NU85EUUuWmuSsSqxF8wKtZbBzP,18.003895941712564,59.32286286756509,Primusgatan,Stockholms län,SE,Kungsholmen,Primusgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.227.83.133/tcp/44158'],819614.0
11715,2021-01-25T13:00:46.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,rhythmic-silver-ape,8c1f2506cad29ff,819609.0,819633,12.0,0.0,691776,819639,112KzPAiRt133tL6rMpuZNCmvzhvRmSDQXAtP3FZYxVYsyabCeBA,11.949502667677796,57.695203588066505,Övre Djupedalsgatan,Västra Götalands län,SE,Olivedal,Övre Djupedalsgatan,Västra Götalands län,Sweden,Olivedal,b2xpdmVkYWx2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/92.32.67.226/tcp/44158'],819614.0
11719,2021-01-25T12:17:19.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,happy-bone-dragon,8c1f05ba36f4bff,819529.0,819579,12.0,0.0,691733,819639,112eJuxgdS22LuCU2B53N1BWF7YnYHYiFJDEwvTGnc65EKEAgeZk,13.029131180472485,55.6049755451115,Nobelvägen,Skåne län,SE,Värnhem,Nobelvägen,Skåne län,Sweden,Värnhem,dsOkcm5oZW1za8OlbmUgbMOkbnN3ZWRlbg,online,['/ip4/89.160.110.189/tcp/44158'],819554.0
11722,2021-01-25T12:01:03.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,digital-jade-pheasant,8c1f25a93613dff,819468.0,819629,12.0,0.0,691717,819639,11qQQA16CP8vZrPXL9PmmjdctGGhiFX8edVLHTBQvg5c5ZFDuXU,11.957486690188876,57.70242476037822,Kungsgatan,Västra Götalands län,SE,Inom Vallgraven,Kungsgatan,Västra Götalands län,Sweden,Inom Vallgraven,aW5vbSB2YWxsZ3JhdmVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/83.248.110.52/tcp/25946'],819618.0
11724,2021-01-25T11:52:46.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,gentle-carbon-starling,8c088661a8335ff,819448.0,819624,12.0,0.0,691709,819639,112iqg8juSXRPW59akrWU2ciXv8m5hgSHrjFTxAY97jRcNiQNBV,18.086807134973053,59.310738065413226,Malmgårdsvägen,Stockholms län,SE,Södermalm,Malmgårdsvägen,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/213.114.133.253/tcp/12771'],819618.0
11726,2021-01-25T11:35:16.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,expert-ultraviolet-huskie,8c088660326cdff,819396.0,819561,12.0,0.0,691694,819639,11vcMi46ppmZpbhaDH63CVjNzETnCeVPu9uYH4pyxnpBZocQDhV,18.034021863276713,59.34611236311346,Norra Stationsgatan,Stockholms län,SE,Norrmalm,Norra Stationsgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/11uhTTDjF1KipszJ6v1gHEXZfmyVc8zdif8jr6jAR64PZHijEjA/p2p-circuit/p2p/11vcMi46ppmZpbhaDH63CVjNzETnCeVPu9uYH4pyxnpBZocQDhV'],819615.0
12804,2021-01-19T10:10:07.000000Z,1.0,13v9kMn5p1a3Y5vqnPxzqfaiEhhrRBaMLYk7SmiN3pJEx1WmBpT,3,digital-raspberry-anteater,8c0880d834943ff,819631.0,819631,12.0,0.0,682675,819639,11svwJNBPNUcAEBonbWECyT9yEzfyy8bDCgkqg6DtotU9L7zT5W,17.59499319204401,59.85050594739404,Sernanders väg,Uppsala län,SE,Flogsta,Sernanders väg,Uppsala län,Sweden,Flogsta,ZmxvZ3N0YXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/p2p/11nvVCLxKT7H5bdCCR4HqFe78FdFENfY1DozRr4Gu8y9PScW2hi/p2p-circuit/p2p/11svwJNBPNUcAEBonbWECyT9yEzfyy8bDCgkqg6DtotU9L7zT5W'],819598.0
12805,2021-01-19T09:49:10.000000Z,1.0,13v9kMn5p1a3Y5vqnPxzqfaiEhhrRBaMLYk7SmiN3pJEx1WmBpT,2,hot-pear-alligator,8c08866012a95ff,819626.0,819626,12.0,0.0,682650,819639,11zxKsLgU7rRnwPerN4cumetkPryr81td23V99daqykwDoKm3Nf,18.01530607829208,59.35687376166983,Industrivägen,Stockholms län,SE,Hagalund,Industrivägen,Stockholms län,Sweden,Hagalund,aGFnYWx1bmRzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/11NioyERR2hojU4aZBpge1LPZLuumsCoULqDvRbGmKM2mQfDKxm/p2p-circuit/p2p/11zxKsLgU7rRnwPerN4cumetkPryr81td23V99daqykwDoKm3Nf'],819618.0
12959,2021-01-18T17:19:06.000000Z,1.0,14f2frf32J57saD6hXxSCCSGmG5CWuPktxbo9ZkExyBumoj1EZf,1,boxy-tweed-griffin,8c1f05b2b490dff,819487.0,819622,12.0,0.0,681678,819639,118NckBDafEMb8bGJq4PZNe4zDsRF8KqyggDitA6kLjv2baucie,13.224866450187067,55.7163434209676,Ideongatan,Skåne län,SE,Lund,Ideongatan,Skåne län,Sweden,Lund,bHVuZHNrw6VuZSBsw6Ruc3dlZGVu,online,['/p2p/1128tgse2uFtKtSpw2ZTKwZQpEyTf4JfrRfFRdAz72qbnoeVimwt/p2p-circuit/p2p/118NckBDafEMb8bGJq4PZNe4zDsRF8KqyggDitA6kLjv2baucie'],819604.0
13063,2021-01-17T12:47:24.000000Z,1.0,13n7s3G59C9jG1Zbe5r9omi9WkTkzq88y2s8vgMaL2ZeNGvijmK,1,long-purple-platypus,8c08b504805bbff,819395.0,819445,12.0,0.0,679878,819639,112v6yYMSDRBx8rrQDfHi5g3LgNYgX4ndR2CJwux6739UCcVDWww,13.567868861056578,59.40933302289867,Kantelegatan,Värmlands län,SE,Kronoparken,Kantelegatan,Värmlands län,Sweden,Kronoparken,a3Jvbm9wYXJrZW52w6RybWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/83.249.232.141/tcp/52477'],819612.0
14137,2020-12-27T23:54:19.000000Z,1.0,14hgdgqaUAVQVksdY4A9GKMf7iPEVGJLiJnTHLw9BMSwfGcwrSE,1,mammoth-pink-goose,8c1f2e5916e9dff,819596.0,819619,12.0,0.0,649313,819639,11bZgMT6Po91A43nEKqeXGi4h8PzyqybVVonCyAkQcZhcGQs7Zy,12.840467295315406,55.870704963324904,Tranchellsgatan,Skåne län,SE,Dammhagen,Tranchellsgatan,Skåne län,Sweden,Dammhagen,ZGFtbWhhZ2Vuc2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/83.250.83.122/tcp/53109'],819541.0
14142,2020-12-27T22:58:39.000000Z,1.0,14hgdgqaUAVQVksdY4A9GKMf7iPEVGJLiJnTHLw9BMSwfGcwrSE,1,funny-inky-tiger,8c1f232448657ff,,686030,,,649259,819639,11mCN8svrNoCxPomK7EAHK2qi8L4LZcRh2kot1jkmyHJr7r28CD,12.706961999158741,56.04153466240995,Övre Eneborgsvägen,Skåne län,SE,Helsingborg,Övre Eneborgsvägen,Skåne län,Sweden,Helsingborg,aGVsc2luZ2Jvcmdza8OlbmUgbMOkbnN3ZWRlbg,offline,,1.0
15317,2020-11-30T10:43:34.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,fit-carob-copperhead,8c1f250681601ff,819367.0,819619,12.0,0.0,609711,819639,1122zTbMTaX5dS44HdVujLfkYrnh8dv1zNQFRMCy8uEiiWft55wT,11.960930281110475,57.682052860917054,Bruna stråket,Västra Götalands län,SE,Änggården,Bruna stråket,Västra Götalands län,Sweden,Änggården,w6RuZ2fDpXJkZW52w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/135.181.106.176/tcp/44165'],819589.0
15595,2020-11-25T13:19:11.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,cheerful-pebble-gecko,8c1f25a82b201ff,819549.0,819599,12.0,0.0,602647,819639,11iZ2qqLKaz99rWozZC9B9obXwZuTpn2m4UNGR83VgLpKUYVxy2,11.996881761140008,57.75204847442973,Importgatan,Västra Götalands län,SE,Backa,Importgatan,Västra Götalands län,Sweden,Backa,YmFja2F2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/135.181.106.176/tcp/44164'],819618.0
15872,2020-11-22T15:40:26.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,helpful-olive-puppy,8c08866159947ff,819465.0,819560,12.0,0.0,598548,819639,112GevFSarHBhDwUTGt4qPMUQuvTkdeoW9QKFnwgvkuoSiEGgrVP,17.963879973298788,59.30561206729093,Klubbacken,Stockholms län,SE,Hägersten-Liljeholmen,Klubbacken,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/135.181.106.176/tcp/44163'],819592.0
16087,2020-11-20T14:58:06.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,sunny-gingham-sheep,8c1f2506cb5edff,819474.0,819530,12.0,0.0,596080,819639,11AdnedDhmsQ42vXtBoYqF2DuNqGjcMERN1zTEqdJzERu7tvS3n,11.950330394276023,57.69966939061587,Första Långgatan,Västra Götalands län,SE,Olivedal,Första Långgatan,Västra Götalands län,Sweden,Olivedal,b2xpdmVkYWx2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/135.181.106.176/tcp/44161'],819614.0
16094,2020-11-20T14:12:24.000000Z,0.641021728515625,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,skinny-brunette-armadillo,8c08866199b53ff,819385.0,819437,12.0,0.0,596041,819639,11L2XXdnBjVmJiyb86yLyhbkg75VYEjSx9D6qMKYdsS3mnJzXoS,18.082635188217047,59.3395603213995,Sibyllegatan,Stockholms län,SE,Östermalm,Sibyllegatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/135.181.106.176/tcp/44162'],819611.0
16096,2020-11-20T13:24:15.000000Z,0.625,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,straight-tangerine-mantaray,8c088661c273bff,819464.0,819636,12.0,0.0,596000,819639,112vWyFAY6PeEjkPPfAoSm8DKSzjitPz6fHg9qHCfajM29BG1uvk,18.054891721599926,59.32995873683527,Blekholmsgatan,Stockholms län,SE,Norrmalm,Blekholmsgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/135.181.106.176/tcp/44160'],819598.0
16247,2020-11-16T10:22:45.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,round-lavender-millipede,8c088661cda9bff,819454.0,819636,12.0,0.0,590976,819639,11x2SrLBRWhSo2aczif9VibRAp2cDEiPDCd7zGps5HpPcEpJ2a9,18.02706313298865,59.31811990928743,Slipgatan,Stockholms län,SE,Södermalm,Slipgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112sCFagzcSqsJEjxeYJiDSxcz48G6jmCpE2Lu2EPowPSEezqSYo/p2p-circuit/p2p/11x2SrLBRWhSo2aczif9VibRAp2cDEiPDCd7zGps5HpPcEpJ2a9'],819604.0
